Class,Message,clean_message,augmented_message
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,hey girl how roentgen uracil hope uracil roentgen well Maine Associate_in_Nursing del roentgen bak again hanker time no degree_centigrade give Maine angstrom call sum time from lucyxx
0,K..k:)how much does it cost?,kkhow much does it cost,kkhow much Department_of_Energy information_technology cost
0,I'm home.,im home,im home
0,"Dear, will call Tmorrow.pls accomodate.",dear will call tmorrowpls accomodate,beloved volition call tmorrowpls accomodate
0,First answer my question.,first answer my question,first answer my question
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 150 sptyrone,sunlight quiz wkly Q win angstrom top sony videodisk player if uracil know which state the algarve be inch txt ansr to 82277 one_hundred_fifty sptyrone
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,privation two get put tonight privation real_number chase location sent direct two Ur mob articulation the United_Kingdom large chase network bt txting gravel to 69888 National_Trust ec2a 31pmsg150p
0,I only haf msn. It's yijue@hotmail.com,i only haf msn its yijuehotmailcom,iodine lone haf msn information_technology yijuehotmailcom
0,He is there. You call and meet him,he is there you call and meet him,helium be there you call and meet him
0,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,no no iodine volition check all suite befor activity
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network  try again,youll not rcv any More monosodium_glutamate from the chat svc for free hard-core services text go to 69988 if uracil get nothing uracil must age verify with year network attempt again
0,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,got c i lazy to type i forgot  in lect i saw a pouch but like not v nice,get degree_centigrade iodine lazy to type iodine forget inch lect iodine proverb angstrom pouch merely like not volt Nice
0,"K, text me when you're on the way",k text me when youre on the way,kelvin text Maine when youre on the manner
0,"Sir, Waiting for your mail.",sir waiting for your mail,sir wait for your mail
0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8,angstrom swt idea nver get tire of make little things four lovable person cozsomtimes those little things busy vitamin_D large part inch their hearts gud ni8
0,I know you are. Can you pls open the back?,i know you are can you pls open the back,iodine know you are can you pls open the back
0,Yes see ya not on the dot,yes see ya not on the dot,yes see ya not on the point
0,Whats the staff name who is taking class for us?,whats the staff name who is taking class for us,whats the staff name World_Health_Organization be pickings class for United_States
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end,freemsg why havent you answer to my text im aroused sexy female and populate local luv to hear from uracil netcollex ltd 08700621170150p per monosodium_glutamate answer stop to end
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummmawill call after check inour life will begin from qatar so pls pray very hard,ummmawill call after check inour life volition Begin from Qatar sol pls pray very difficult
0,K..i deleted my contact that why?,ki deleted my contact that why,qi delete my contact that why
0,Sindu got job in birla soft ..,sindu got job in birla soft ,sindu get occupation inch birla soft
0,The wine is flowing and i'm i have nevering..,the wine is flowing and im i have nevering,the wine be flow and im iodine rich_person nevering
0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup i thk cine is better cos no need 2 go down 2 plaza mah,yup iodine thk cine be better cosine no need two go down two plaza mah
0,Ok... Ur typical reply...,ok ur typical reply,Oklahoma Ur typical answer
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,arsenic per your request melle melle oru minnaminunginte nurungu vettam hour_angle be set arsenic your callertune for all caller imperativeness nine to transcript your friend callertune
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,you are everywhere soil on the floor the Windows evening on my shirt and sometimes when iodine open my mouth you are all that semen flow out iodine dream of my universe without you then one-half my job are out excessively angstrom time of joy for Maine tons of television show ailment see merely iodine guess like all things you just must exist like rain hail and mist and when my time here be make you and iodine become one
0,Aaooooright are you at work?,aaooooright are you at work,aaooooright are you astatine work
0,I'm leaving my house now...,im leaving my house now,im departure my house now
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me ,hello my love what are you make make you get to that interview today are you you happy are you being angstrom good male_child bash you think of meare you miss Maine
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery,customer service annoncement you rich_person angstrom new old_age delivery wait for you please call 07046744435 now to arrange delivery
